taxon	min	max
Brownimecia_clavata	92	99
Camelomecia	99	103
Chyphotes_mellipes	99	101
Gerontoformica_gracilis	100	103
Gerontoformica_magnus	100	103
Gerontoformica_pilosus	100	103
Gerontoformica_spiralis	100	103
Haidomyrmex_scimitarus	99	102	
Haidomyrmodes_mammuthus	99	101	
Haidoterminus_cippus	100	103
Kyromyrma	92	95
Myanmyrma_gracilis	99	103
Sphecomyrma_freyi	92	96
Zigrasimecia	98	103
