taxon	min	max
Amblyoponini	20.440	23.03
Aphaenogaster_longaeva	23.030	33.90
Camponotini	2.588	3.60
Carebara_ucrainica	33.900	38.00
Zigrasimecia_tonsora	99.600	105.30
Solenopsites_rossi	46.200	50.30
